UPC,NAME,SKU,TAX,PRICE,COLOR,SIZE,ONHAND,SEASON,CATEGORY 1,CATEGORY 2,CATEGORY 3,COLOR CODE,SEASON CODE,DESCRIPTION,SALE PRICE,ON SALE
28570770759,THE RECIPE SS CREW                                ,M9024THE,Y,29.5,POWDER BLUE HEATHER ,XL                  ,0,2013 HOLIDAY                        ,MENS                                ,KNIT TOPS                           ,SHORT SLEEVE                        ,PBH,4,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,,N
28570770766,THE RECIPE SS CREW                                ,M9024THE,Y,29.5,POWDER BLUE HEATHER ,2XL                 ,0,2013 HOLIDAY                        ,MENS                                ,KNIT TOPS                           ,SHORT SLEEVE                        ,PBH,4,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,,N
28570770797,THE RECIPE SS CREW                                ,M9024THE,Y,29.5,PORT HEATHER        ,L                   ,6,2013 HOLIDAY                        ,MENS                                ,KNIT TOPS                           ,SHORT SLEEVE                        ,PTE,4,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,,N
28570770780,THE RECIPE SS CREW                                ,M9024THE,Y,29.5,PORT HEATHER        ,M                   ,1,2013 HOLIDAY                        ,MENS                                ,KNIT TOPS                           ,SHORT SLEEVE                        ,PTE,4,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,,N
28570770773,THE RECIPE SS CREW                                ,M9024THE,Y,29.5,PORT HEATHER        ,S                   ,6,2013 HOLIDAY                        ,MENS                                ,KNIT TOPS                           ,SHORT SLEEVE                        ,PTE,4,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,,N
28570770804,THE RECIPE SS CREW                                ,M9024THE,Y,29.5,PORT HEATHER        ,XL                  ,6,2013 HOLIDAY                        ,MENS                                ,KNIT TOPS                           ,SHORT SLEEVE                        ,PTE,4,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,,N
28570770811,THE RECIPE SS CREW                                ,M9024THE,Y,29.5,PORT HEATHER        ,2XL                 ,0,2013 HOLIDAY                        ,MENS                                ,KNIT TOPS                           ,SHORT SLEEVE                        ,PTE,4,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,,N
28570770842,SHOT OFF SS CREW                                  ,M9034SHO,Y,29.5,MARINE              ,L                   ,57,2013 HOLIDAY                        ,MENS                                ,KNIT TOPS                           ,SHORT SLEEVE                        ,MRE,4,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,24.95,Y
28570770835,SHOT OFF SS CREW                                  ,M9034SHO,Y,29.5,MARINE              ,M                   ,6,2013 HOLIDAY                        ,MENS                                ,KNIT TOPS                           ,SHORT SLEEVE                        ,MRE,4,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,24.95,Y
28570770828,SHOT OFF SS CREW                                  ,M9034SHO,Y,29.5,MARINE              ,S                   ,5,2013 HOLIDAY                        ,MENS                                ,KNIT TOPS                           ,SHORT SLEEVE                        ,MRE,4,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,24.95,Y
